time_s,area_cm2
9.970824597998574,2.014063298735359
19.941649195997147,2.516611472895784
29.912473793995723,2.82076878625564
39.883298391994295,2.8993960171582245
49.854122989992874,2.903671682261685
59.824947587991446,2.8984958771364435
69.79577218599002,2.8945352610406063
79.76659678398859,2.8931400440068455
89.73742138198716,2.8977307581179295
99.70824597998575,2.8885043228946725
109.67907057798432,2.888684350899029
119.64989517598289,2.890574644944769
129.62071977398148,2.8915197919676396
139.59154437198004,2.899080968150601
149.56236896997862,2.898045807125553
159.53319356797718,2.9069121863400973
169.50401816597576,2.910467739426133
179.47484276397432,2.9140232925121685
189.4456673619729,2.9270303158269066
199.4164919599715,2.9318010579423466
209.38731655797005,2.941387549174316
219.35814115596864,2.948408641344209
229.3289657539672,2.95695997155113
239.29979035196578,2.96987698086369
249.27061494996437,2.9818938501544685
259.24143954796295,2.9875197252906007
269.2122641459615,2.9942707754539595
279.18308874396007,3.0112384148645344
289.1539133419586,3.0151990309603716
299.12473793995724,3.023300291156402
309.0955625379558,3.031626586357878
319.06638713595436,3.042473273620341
329.037211733953,3.049539372791323
339.00803633195153,3.059395906029827
348.9788609299501,3.072717978352188
358.94968552794865,3.074968328406641
368.92051012594726,3.078073811481786
378.8913347239458,3.0860850576756387
388.8621593219444,3.0884254217322695
398.832983919943,3.0930611428444426
408.80380851794155,3.093151156846621
418.7746331159401,3.106788278176605
428.7454577139387,3.117995021447781
438.7162823119373,3.12042539950659
448.68710690993584,3.124971106616585
458.6579315079344,3.117319916431445
468.628756105933,3.1190301824728293
478.59958070393157,3.1248810926144066
488.5704053019301,3.1325322827995468
498.54122989992874,3.140768563998844
508.5120544979273,3.1486897961905185
518.4828790959259,3.147564621163292
528.4537036939245,3.1482397261796278
538.424528291923,3.149634943213389
548.3953528899216,3.1632720645433734
558.3661774879201,3.1601665814682285
568.3370020859187,3.162236903518325
578.3078266839173,3.1927966572577957
588.2786512819159,3.1595364834529818
598.2494758799145,3.2199808859155867
608.220300477913,3.175108905829796
618.1911250759116,3.1841103060476073
628.1619496739102,3.1440990820794346
638.1327742719087,3.181184850976819
648.1035988699073,3.165252372591292
658.074423467906,3.181364878981175
668.0452480659045,3.1985575533971953
678.0160726639031,3.1835702220345388
687.9868972619016,3.1572411263974396
697.9577218599002,3.1734886537905895
707.9285464578987,3.169708065699109
717.8993710558973,3.2002228124374903
727.870195653896,3.1703831707154446
737.8410202518945,3.1770892138777143
747.8118448498931,3.1472045651545795
757.7826694478916,3.1735336607916786
767.7534940458902,3.152875447291801
777.7243186438888,3.1740287378036585
787.6951432418874,3.1543156713266507
797.665967839886,3.149724957215567
807.6367924378845,3.131812170782122
817.6076170358831,3.1377080879247883
827.5784416338817,3.149319894205765
837.5492662318802,3.148914831195964
847.5200908298788,3.144189096081613
857.4909154278774,3.184650390060676
867.461740025876,3.1431989420576536
877.4325646238746,3.131092058764697
887.4033892218731,3.1532355033005133
897.3742138198717,3.1801496899517705
907.3450384178702,3.154675727335363
917.3158630158688,3.1287066877069765
927.2866876138675,3.150805125241704
937.257512211866,3.1480596981752718
947.2283368098646,3.139643388971618
957.1991614078631,3.1449092080990377
967.1699860058617,3.1122791323094705
977.1408106038602,3.1176349654390685
987.1116352018588,3.1321722267908343
997.0824597998575,3.116014713399862
1007.053284397856,3.116014713399862
1017.0241089958546,3.1256462116329207
1026.9949335938531,3.13905829795746
1036.9657581918518,3.108858600226702
1046.9365827898503,3.124521036605694
1056.907407387849,3.148869824194875
1066.8782319858474,3.1153396083835263
1076.849056583846,3.104852977129776
1086.8198811818445,3.1144394683617453
1096.7907057798432,3.113809370346498
1106.7615303778418,3.080954259551486
1116.7323549758403,3.0983269619718623
1126.703179573839,3.0760034894316894
1136.6740041718374,3.114799524370458
1146.644828769836,3.142703865045674
1156.6156533678345,3.0830695886026716
1166.5864779658332,3.1247460716111397
1176.5573025638319,3.089595603760585
1186.5281271618303,3.0799190985264375
1196.498951759829,3.0623213611006155
1206.4697763578274,3.0962116329206766
1216.440600955826,3.079018958504656
1226.4114255538245,3.0723129153423865
1236.3822501518232,3.1229007845664882
