time_s,length_cm
4.966740390828283,0.02503067945245293
9.933480781656566,0.02503067945245293
14.90022117248485,0.02503067945245293
19.866961563313133,0.03754601917867939
24.833701954141418,0.012515339726226465
29.8004423449697,0.012515339726226465
34.76718273579798,0.0
39.733923126626266,0.0
44.70066351745455,0.0
49.667403908282836,0.0
54.634144299111114,0.02503067945245293
59.6008846899394,0.012515339726226465
64.56762508076768,0.0
69.53436547159596,0.012515339726226465
74.50110586242425,0.0
79.46784625325253,0.0
84.43458664408081,0.05006135890490586
89.4013270349091,0.0
94.36806742573738,0.0
99.33480781656567,0.0
104.30154820739395,0.012515339726226465
109.26828859822223,0.0
114.23502898905052,0.03754601917867939
119.2017693798788,0.0
124.16850977070708,0.0
129.13525016153537,0.03754601917867939
134.10199055236365,0.012515339726226465
139.06873094319192,0.05006135890490586
144.0354713340202,0.08760737808358525
149.0022117248485,0.0
153.96895211567679,0.1376687369884911
158.93569250650506,0.11263805753603819
163.90243289733334,0.10012271780981172
168.86917328816162,0.0
173.83591367898993,0.012515339726226465
178.8026540698182,0.012515339726226465
183.76939446064648,0.0
188.73613485147476,0.1376687369884911
193.70287524230304,0.0
198.66961563313134,0.012515339726226465
203.63635602395962,0.0
208.6030964147879,0.0
213.56983680561618,0.0
218.53657719644445,0.0
223.50331758727273,0.0
228.47005797810104,0.012515339726226465
233.43679836892932,0.0
238.4035387597576,0.0
243.37027915058587,0.16269941644094404
248.33701954141415,0.0
253.30375993224246,0.0
258.27050032307073,0.0
263.237240713899,0.02503067945245293
268.2039811047273,0.0
273.1707214955556,0.0
278.13746188638385,0.0
283.10420227721215,0.0
288.0709426680404,0.0
293.0376830588687,0.02503067945245293
298.004423449697,0.0
302.97116384052526,0.0
307.93790423135357,0.0
312.9046446221818,0.0
317.8713850130101,0.0
322.83812540383843,0.0
327.8048657946667,0.0
332.771606185495,0.0
337.73834657632324,0.0
342.70508696715154,0.0
347.67182735797985,0.0
352.6385677488081,0.0
357.6053081396364,0.0
362.57204853046466,0.0
367.53878892129296,0.0
372.50552931212127,0.0
377.4722697029495,0.0
382.4390100937778,0.0
387.4057504846061,0.0
392.3724908754344,0.0
397.3392312662627,0.0
402.30597165709094,0.0
407.27271204791924,0.0
412.2394524387475,0.0
417.2061928295758,0.02503067945245293
422.1729332204041,0.0
427.13967361123235,0.0
432.10641400206066,0.0
437.0731543928889,0.0
442.0398947837172,0.0
447.00663517454547,0.0
451.9733755653738,0.0
456.9401159562021,0.0
461.9068563470303,0.0
466.87359673785863,0.0
471.8403371286869,0.0
476.8070775195152,0.0
481.7738179103435,0.0
486.74055830117175,0.0
491.70729869200005,0.0
496.6740390828283,0.0
501.6407794736566,0.0
506.6075198644849,0.0
511.57426025531316,0.0
516.5410006461415,0.0
521.5077410369697,0.0
526.474481427798,0.0
531.4412218186263,0.2127607753458499
536.4079622094546,0.0
541.3747026002828,0.06257669863113233
546.3414429911112,0.22527611507207637
551.3081833819394,0.0
556.2749237727677,0.20024543561962344
561.241664163596,0.0
566.2084045544243,0.0
571.1751449452526,0.02503067945245293
576.1418853360808,0.0
581.1086257269092,0.0
586.0753661177374,0.07509203835735878
591.0421065085657,0.0
596.008846899394,0.0
600.9755872902223,0.0
605.9423276810505,0.06257669863113233
610.9090680718789,0.05006135890490586
615.8758084627071,0.20024543561962344
620.8425488535354,0.07509203835735878
625.8092892443636,0.08760737808358525
630.776029635192,0.23779145479830283
635.7427700260203,0.02503067945245293
640.7095104168485,0.12515339726226465
645.6762508076769,0.22527611507207637
650.6429911985051,0.0
655.6097315893334,0.0
